station,date,PRCP,SNOW,TMAX,TMIN
NYC,12/5/2022,0,0,48.019999999999996,35.96
NYC,12/6/2022,10.511811023622048,0,57.92,42.08
NYC,12/7/2022,2.598425196850394,0,59,53.96
NYC,12/8/2022,0,0,55.040000000000006,42.08
NYC,12/9/2022,0,0,44.96,35.96
NYC,12/10/2022,0,0,39.019999999999996,32
NYC,12/11/2022,3.188976377952756,0,39.92,33.08
NYC,12/12/2022,0.11811023622047245,0,37.94,28.22
NYC,12/13/2022,0,0,39.92,25.16
NYC,12/14/2022,0,0,39.019999999999996,31.1
NYC,12/15/2022,5.118110236220473,0,42.08,33.08
NYC,12/16/2022,8.503937007874017,0,44.06,37.94
NYC,12/17/2022,0,0,44.06,35.96
NYC,12/18/2022,0,0,39.92,32
NYC,12/19/2022,0,0,39.019999999999996,31.1
NYC,12/20/2022,0,0,39.019999999999996,30.2
NYC,12/21/2022,0,0,39.92,27.14
NYC,12/22/2022,2.283464566929134,0,46.94,35.06
NYC,12/23/2022,18.30708661417323,0,57.92,8.240000000000002
NYC,12/24/2022,0,0,15.259999999999998,7.159999999999997
NYC,12/25/2022,0,0,28.22,14.18
NYC,12/26/2022,0,0,29.12,18.14
NYC,12/27/2022,0,0,35.06,29.12
NYC,12/28/2022,0,0,46.94,33.08
NYC,12/29/2022,0,0,51.08,39.92
NYC,12/30/2022,0,0,62.06,46.04
NYC,12/31/2022,2.7952755905511815,0,55.040000000000006,50
NYC,1/1/2023,0,0,55.040000000000006,48.92
NYC,1/2/2023,0.1968503937007874,0,55.94,48.92
NYC,1/3/2023,4.212598425196851,0,57.92,46.94
NYC,1/4/2023,0.1968503937007874,0,66.02,48.92
NYC,1/5/2023,0.11811023622047245,0,50,44.06
NYC,1/6/2023,2.716535433070866,0,48.92,39.019999999999996
NYC,1/7/2023,0,0,44.96,37.04
NYC,1/8/2023,0,0,41,33.08
NYC,1/9/2023,0.11811023622047245,0,44.06,37.04
NYC,1/10/2023,0,0,41,37.94
NYC,1/11/2023,0,0,39.019999999999996,35.06
NYC,1/12/2023,2.9921259842519685,0,55.040000000000006,37.04
NYC,1/13/2023,0.9055118110236221,0,57.019999999999996,37.94
NYC,1/14/2023,0,0,37.94,31.1
NYC,1/15/2023,0,0,41,30.2
NYC,1/16/2023,0,0,48.019999999999996,28.22
NYC,1/17/2023,0,0,46.94,35.06
NYC,1/18/2023,0.5118110236220472,0,53.06,42.08
NYC,1/19/2023,8.700787401574804,0,44.06,39.92
NYC,1/20/2023,0,0,48.92,39.92
NYC,1/21/2023,0,0,42.08,37.04
NYC,1/22/2023,5.118110236220473,0,42.08,35.96
NYC,1/23/2023,4.094488188976378,0,39.019999999999996,35.96
NYC,1/24/2023,0,0,46.04,35.06
NYC,1/25/2023,9.015748031496063,0,53.96,35.06
NYC,1/26/2023,4.409448818897638,0,57.019999999999996,41
NYC,1/27/2023,0,0,44.06,35.06
NYC,1/28/2023,0,0,51.980000000000004,35.96
NYC,1/29/2023,0,0,53.06,42.08
NYC,1/30/2023,0,0,55.040000000000006,42.980000000000004
NYC,1/31/2023,0.5905511811023623,0,50,31.1
NYC,2/1/2023,0.1968503937007874,0.3937007874015748,37.94,26.24
NYC,2/2/2023,0,0,39.92,29.12
NYC,2/3/2023,0,0,35.06,11.120000000000001
NYC,2/4/2023,0,0,27.14,3.1999999999999993
NYC,2/5/2023,0,0,48.92,27.14
NYC,2/6/2023,0,0,51.980000000000004,33.98
NYC,2/7/2023,0.1968503937007874,0,42.980000000000004,30.2
NYC,2/8/2023,0,0,53.06,39.019999999999996
NYC,2/9/2023,0,0,55.040000000000006,42.08
NYC,2/10/2023,0,0,60.980000000000004,44.96
NYC,2/11/2023,0,0,46.04,35.96
NYC,2/12/2023,0.11811023622047245,0,48.019999999999996,37.94
NYC,2/13/2023,0,0,57.019999999999996,41
NYC,2/14/2023,0,0,53.96,39.92
NYC,2/15/2023,0,0,66.92,46.94
NYC,2/16/2023,0.7086614173228347,0,69.98,55.94
NYC,2/17/2023,1.8110236220472442,0,60.980000000000004,32
NYC,2/18/2023,0,0,42.980000000000004,27.14
NYC,2/19/2023,0,0,50,37.04
NYC,2/20/2023,0,0,60.980000000000004,46.94
NYC,2/21/2023,2.716535433070866,0,50,37.04
NYC,2/22/2023,1.4173228346456694,0,44.06,37.04
NYC,2/23/2023,0.1968503937007874,0,44.06,37.94
NYC,2/24/2023,0,0,44.96,25.16
NYC,2/25/2023,0,0,33.08,23.18
NYC,2/26/2023,0,0,50,30.2
NYC,2/27/2023,2.0866141732283467,0.9055118110236221,46.04,33.08
NYC,2/28/2023,3.3858267716535435,0.9055118110236221,37.94,32
NYC,3/1/2023,0,0,44.06,33.08
NYC,3/2/2023,0,0,53.96,39.019999999999996
NYC,3/3/2023,1.4960629921259843,0,46.94,37.04
NYC,3/4/2023,9.881889763779528,0,44.96,37.94
NYC,3/5/2023,0,0,53.06,37.94
NYC,3/6/2023,0,0,51.980000000000004,39.92
NYC,3/7/2023,0.5905511811023623,0.11811023622047245,46.94,33.08
NYC,3/8/2023,0,0,48.019999999999996,31.1
NYC,3/9/2023,0,0,51.08,33.08
NYC,3/10/2023,3.582677165354331,0,46.04,35.06
NYC,3/11/2023,4.015748031496063,0,44.96,35.06
NYC,3/12/2023,0,0,48.019999999999996,33.98
NYC,3/13/2023,6.692913385826772,0,44.96,37.94
NYC,3/14/2023,1.299212598425197,0,37.94,33.08
NYC,3/15/2023,0,0,44.96,33.98
NYC,3/16/2023,0,0,59,33.98
NYC,3/17/2023,0,0,60.08,46.94
NYC,3/18/2023,0.1968503937007874,0,55.94,39.92
NYC,3/19/2023,0,0,39.92,29.12
NYC,3/20/2023,0,0,51.08,31.1
NYC,3/21/2023,0,0,62.96,39.92
NYC,3/22/2023,0,0,62.06,48.019999999999996
NYC,3/23/2023,0.9055118110236221,0,60.08,48.019999999999996
NYC,3/24/2023,0,0,55.040000000000006,44.06
NYC,3/25/2023,1.4960629921259843,0,46.94,42.08
NYC,3/26/2023,0,0,62.96,44.06
NYC,3/27/2023,2.9133858267716537,0,62.06,42.980000000000004
NYC,3/28/2023,0,0,51.980000000000004,42.08
NYC,3/29/2023,0,0,55.040000000000006,39.019999999999996
NYC,3/30/2023,0.11811023622047245,0,46.04,31.1
NYC,3/31/2023,0,0,57.019999999999996,37.94
NYC,4/1/2023,3.818897637795276,0,71.96000000000001,51.08
NYC,4/2/2023,0,0,51.08,39.92
NYC,4/3/2023,0,0,59,39.019999999999996
NYC,4/4/2023,0,0,73.03999999999999,48.019999999999996
NYC,4/5/2023,0,0,57.019999999999996,46.04
NYC,4/6/2023,0,0,80.06,46.94
NYC,4/7/2023,0,0,60.08,42.08
NYC,4/8/2023,0,0,53.96,37.04
NYC,4/9/2023,0,0,57.019999999999996,39.92
NYC,4/10/2023,0,0,68,42.08
NYC,4/11/2023,0,0,75.02,51.08
NYC,4/12/2023,0,0,84.02,64.03999999999999
NYC,4/13/2023,0,0,89.96000000000001,66.92
NYC,4/14/2023,0,0,91.03999999999999,69.98
NYC,4/15/2023,0.1968503937007874,0,75.02,59
NYC,4/16/2023,0,0,71.06,57.019999999999996
NYC,4/17/2023,0,0,68,53.06
NYC,4/18/2023,0,0,57.019999999999996,44.96
NYC,4/19/2023,0,0,64.03999999999999,44.96
NYC,4/20/2023,0,0,66.02,44.96
NYC,4/21/2023,0,0,71.06,51.08
NYC,4/22/2023,6.811023622047244,0,66.92,51.08
NYC,4/23/2023,15.118110236220474,0,69.08000000000001,50
NYC,4/24/2023,0,0,62.06,44.06
NYC,4/25/2023,0,0,60.08,46.04
NYC,4/26/2023,0,0,60.08,46.04
NYC,4/27/2023,0,0,57.019999999999996,48.92
NYC,4/28/2023,3.3070866141732287,0,55.94,46.94
NYC,4/29/2023,24.606299212598426,0,53.06,46.94
NYC,4/30/2023,23.188976377952756,0,60.08,50
NYC,5/1/2023,0.9055118110236221,0,60.980000000000004,48.92
NYC,5/2/2023,2.5196850393700787,0,55.94,44.06
NYC,5/3/2023,0,0,57.019999999999996,46.94
NYC,5/4/2023,0.5118110236220472,0,55.040000000000006,48.019999999999996
NYC,5/5/2023,0,0,66.02,48.019999999999996
NYC,5/6/2023,0,0,73.03999999999999,48.019999999999996
NYC,5/7/2023,0.1968503937007874,0,78.08000000000001,53.96
NYC,5/8/2023,0,0,77,57.92
NYC,5/9/2023,0,0,71.06,53.96
NYC,5/10/2023,0,0,73.03999999999999,50
NYC,5/11/2023,0,0,80.06,57.019999999999996
NYC,5/12/2023,0,0,87.08000000000001,64.94
NYC,5/13/2023,0,0,82.03999999999999,66.02
NYC,5/14/2023,0,0,73.94,59
NYC,5/15/2023,0,0,73.94,51.980000000000004
NYC,5/16/2023,0,0,78.98,57.92
NYC,5/17/2023,0,0,69.08000000000001,50
NYC,5/18/2023,0,0,60.980000000000004,42.980000000000004
NYC,5/19/2023,0,0,69.98,51.980000000000004
NYC,5/20/2023,7.716535433070867,0,64.94,57.019999999999996
NYC,5/21/2023,0.1968503937007874,0,69.98,55.040000000000006
NYC,5/22/2023,0,0,75.02,57.019999999999996
NYC,5/23/2023,0,0,69.98,53.96
NYC,5/24/2023,0.7874015748031497,0,77,53.06
NYC,5/25/2023,0,0,68,50
NYC,5/26/2023,0,0,71.96000000000001,53.06
NYC,5/27/2023,0,0,78.08000000000001,55.94
NYC,5/28/2023,0,0,78.98,59
NYC,5/29/2023,0,0,78.98,59
NYC,5/30/2023,0,0,71.96000000000001,55.040000000000006
NYC,5/31/2023,0,0,77,51.08
NYC,6/1/2023,0,0,87.08000000000001,59
NYC,6/2/2023,2.4015748031496065,0,91.03999999999999,66.02
NYC,6/3/2023,0,0,69.08000000000001,53.96
