,dayofweek,total_promotions,type_PointsBonus,type_FreeProduct,type_ProductDiscount,type_FreeDelivery,type_OverallDiscount,channel_All,channel_Ecomm,channel_InStore,channel_DeliveryOnly,channel_No,channel_AppOnly,channel_A,RequirePurchase_Yes,Segment_AllLoyalty,Segment_RecentPurchasers,Segment_AllCustomers,Product_Points,Product_LTOs,Product_FreeDelivery,Product_All,Product_Delivery,prcp,snow,tmax,tmin,Annual_Seasonality,Weekly_Seasonality,day_promo_interaction
0,1.5029760447143738,0.5032509513631103,-0.8046709649173853,-0.21432777645400358,-0.4122626278336424,1.0181833075170807,4.093897898091744,0.7505866250408015,-0.11199446150176158,-0.3103164454170876,0.0,-0.04751143381455799,-0.2025627137196009,-0.08913762650289611,0.8788942426824512,1.036709387986907,-0.06726727939963124,0.8991962919667551,-0.8046709649173853,-0.14383899044561524,17.175564037317667,4.093897898091744,-0.9755246545568961,-0.3597166049896286,-0.18117743607372602,-1.4057253171357973,-1.424678654923009,0.9557439700840332,0.7939569042392662,1.296988532104412
1,-1.4816890191090268,-1.1159042834573312,-0.8046709649173853,-0.21432777645400358,-0.4122626278336424,-0.9821414205253256,-0.24426598437301575,-1.3322912594474228,-0.11199446150176158,-0.3103164454170876,0.0,-0.04751143381455799,-0.2025627137196009,-0.08913762650289611,-1.137793321922243,-0.9645904740399917,-0.06726727939963124,-1.1121042301150545,-0.8046709649173853,-0.14383899044561524,-0.058222250973958195,-0.24426598437301575,-0.9755246545568961,-0.3597166049896286,-0.18117743607372602,-0.9589777859934906,-1.3158447798709008,0.47701149174672475,-0.736468682059137,-0.9148305942497785
2,-0.4868006645012266,-1.1159042834573312,-0.8046709649173853,-0.21432777645400358,-0.4122626278336424,-0.9821414205253256,-0.24426598437301575,-1.3322912594474228,-0.11199446150176158,-0.3103164454170876,0.0,-0.04751143381455799,-0.2025627137196009,-0.08913762650289611,-1.137793321922243,-0.9645904740399917,-0.06726727939963124,-1.1121042301150545,-0.8046709649173853,-0.14383899044561524,-0.058222250973958195,-0.24426598437301575,-0.9755246545568961,1.207474026766407,-0.18117743607372602,-0.41394579799987624,-0.3264459157608236,-0.26624153746205215,0.36234152149826315,-0.9148305942497785
3,0.010643512802673514,-1.1159042834573312,-0.8046709649173853,-0.21432777645400358,-0.4122626278336424,-0.9821414205253256,-0.24426598437301575,-1.3322912594474228,-0.11199446150176158,-0.3103164454170876,0.0,-0.04751143381455799,-0.2025627137196009,-0.08913762650289611,-1.137793321922243,-0.9645904740399917,-0.06726727939963124,-1.1121042301150545,-0.8046709649173853,-0.14383899044561524,-0.058222250973958195,-0.24426598437301575,-0.9755246545568961,0.6534476510870273,-0.18117743607372602,-0.41394579799987624,-1.1476469729721877,0.21474935144019913,-0.7484425996897631,-0.9148305942497785
4,0.5080876901065736,-1.1159042834573312,-0.8046709649173853,-0.21432777645400358,-0.4122626278336424,-0.9821414205253256,-0.24426598437301575,-1.3322912594474228,-0.11199446150176158,-0.3103164454170876,0.0,-0.04751143381455799,-0.2025627137196009,-0.08913762650289611,-1.137793321922243,-0.9645904740399917,-0.06726727939963124,-1.1121042301150545,-0.8046709649173853,-0.14383899044561524,-0.058222250973958195,-0.24426598437301575,-0.9755246545568961,-0.3597166049896286,-0.18117743607372602,-1.5040097739871048,-1.1476469729721877,0.5778478380904007,0.08995337366946245,-0.9148305942497785
5,1.0055318674104738,-1.1159042834573312,-0.8046709649173853,-0.21432777645400358,-0.4122626278336424,-0.9821414205253256,-0.24426598437301575,-1.3322912594474228,-0.11199446150176158,-0.3103164454170876,0.0,-0.04751143381455799,-0.2025627137196009,-0.08913762650289611,-1.137793321922243,-0.9645904740399917,-0.06726727939963124,-1.1121042301150545,-0.8046709649173853,-0.14383899044561524,-0.058222250973958195,-0.24426598437301575,-0.9755246545568961,0.5922292670340571,-0.18117743607372602,-0.860693329142183,-1.1476469729721877,-0.14602330940431504,0.8872167225753329,-0.9148305942497785
6,1.5029760447143738,-0.3063266660471105,-0.8046709649173853,-0.21432777645400358,-0.4122626278336424,1.0181833075170807,-0.24426598437301575,0.7505866250408015,-0.11199446150176158,-0.3103164454170876,0.0,-0.04751143381455799,-0.2025627137196009,-0.08913762650289611,0.8788942426824512,-0.9645904740399917,-0.06726727939963124,0.8991962919667551,-0.8046709649173853,-0.14383899044561524,-0.058222250973958195,-0.24426598437301575,1.0250894176059762,0.038202891354677325,-0.18117743607372602,-0.9589777859934906,-0.4352797908129323,-1.0317921575470923,0.7473916690090527,0.19107896892731668
7,-1.4816890191090268,-1.1159042834573312,-0.8046709649173853,-0.21432777645400358,-0.4122626278336424,-0.9821414205253256,-0.24426598437301575,-1.3322912594474228,-0.11199446150176158,-0.3103164454170876,0.0,-0.04751143381455799,-0.2025627137196009,-0.08913762650289611,-1.137793321922243,-0.9645904740399917,-0.06726727939963124,-1.1121042301150545,-0.8046709649173853,-0.14383899044561524,-0.058222250973958195,-0.24426598437301575,-0.9755246545568961,-0.3597166049896286,-0.18117743607372602,-0.41394579799987624,-0.2769759725553198,-0.6160929293059475,-0.6808490955341596,-0.9148305942497785
8,-0.9842448418051267,-1.1159042834573312,-0.8046709649173853,-0.21432777645400358,-0.4122626278336424,-0.9821414205253256,-0.24426598437301575,-1.3322912594474228,-0.11199446150176158,-0.3103164454170876,0.0,-0.04751143381455799,-0.2025627137196009,-0.08913762650289611,-1.137793321922243,-0.9645904740399917,-0.06726727939963124,-1.1121042301150545,-0.8046709649173853,-0.14383899044561524,-0.058222250973958195,-0.24426598437301575,-0.9755246545568961,-0.14239134160158462,-0.18117743607372602,0.0774764862566611,-0.2769759725553198,-0.6219412014405381,-0.5462164352614073,-0.9148305942497785
9,-0.4868006645012266,-1.1159042834573312,-0.8046709649173853,-0.21432777645400358,-0.4122626278336424,-0.9821414205253256,-0.24426598437301575,-1.3322912594474228,-0.11199446150176158,-0.3103164454170876,0.0,-0.04751143381455799,-0.2025627137196009,-0.08913762650289611,-1.137793321922243,-0.9645904740399917,-0.06726727939963124,-1.1121042301150545,-0.8046709649173853,-0.14383899044561524,-0.058222250973958195,-0.24426598437301575,-0.9755246545568961,0.13309138663678105,-0.18117743607372602,-0.6105147117024913,0.16825351629421487,-0.9069728393085388,0.0902305476886899,-0.9148305942497785
