store_id,Date,Total_Sales
14,8/24/2023,713.2
14,8/25/2023,895.09
14,8/26/2023,354.09
14,8/27/2023,349.49
14,8/28/2023,744.64
14,8/29/2023,1084.84
14,8/30/2023,624.18
14,8/31/2023,2088.34
14,9/1/2023,968.93
14,9/2/2023,979.52
14,9/3/2023,578.94
14,9/4/2023,608.39
14,9/5/2023,1550.48
14,9/6/2023,1293.48
14,9/7/2023,1383.96
14,9/8/2023,1274.9
14,9/9/2023,1012.28
14,9/10/2023,606.82
14,9/11/2023,1645.09
14,9/12/2023,1601.68
14,9/13/2023,1680.34
14,9/14/2023,1872.42
14,9/15/2023,1590.62
14,9/16/2023,884.43
14,9/17/2023,1200.4
14,9/18/2023,1594.51
14,9/19/2023,1755.5
14,9/20/2023,1067.17
14,9/21/2023,1325.88
14,9/22/2023,1388.35
14,9/23/2023,845.08
14,9/24/2023,882.47
14,9/25/2023,1656.29
14,9/26/2023,1763.6
14,9/27/2023,1062.22
14,9/28/2023,1656.4
14,9/29/2023,1629.96
14,9/30/2023,1263.61
14,10/1/2023,808.14
14,10/2/2023,1274.19
14,10/3/2023,1374.53
14,10/4/2023,1382.9
14,10/5/2023,1950.77
14,10/6/2023,1396.46
14,10/7/2023,843.62
14,10/8/2023,942.38
14,10/9/2023,1438.34
14,10/10/2023,1396.37
14,10/11/2023,962.05
14,10/12/2023,488.41
14,10/13/2023,1059.48
14,10/14/2023,842.55
14,10/15/2023,771.01
14,10/16/2023,1310.59
14,10/17/2023,1478.77
14,10/18/2023,1290.44
14,10/19/2023,1541.25
14,10/20/2023,1263.94
14,10/21/2023,1055.1
14,10/22/2023,1133.48
14,10/23/2023,1189.73
14,10/24/2023,1098.48
14,10/25/2023,1373.81
14,10/26/2023,1891.39
14,10/27/2023,1199.39
14,10/28/2023,1133.49
14,10/29/2023,1403.42
14,10/30/2023,1349.83
14,10/31/2023,1044.46
14,11/1/2023,1102.37
14,11/2/2023,1684.34
14,11/3/2023,1203.85
14,11/4/2023,1190.04
14,11/5/2023,1301.67
14,11/6/2023,1345.06
14,11/7/2023,1702.36
14,11/8/2023,1356.61
14,11/9/2023,1485.77
14,11/10/2023,1173.51
14,11/11/2023,953.96
14,11/12/2023,744.66
14,11/13/2023,1035.92
14,11/14/2023,1590.72
14,11/15/2023,1547.81
14,11/16/2023,1323.04
14,11/17/2023,978.6
14,11/18/2023,769.98
14,11/19/2023,419.09
14,11/20/2023,1105.41
14,11/21/2023,1018.9
14,11/22/2023,432.08
14,11/24/2023,341.4
14,11/25/2023,493.86
14,11/26/2023,197.69
14,11/27/2023,656.18
14,11/28/2023,1178.99
14,11/29/2023,1196.76
14,11/30/2023,1306.3
14,12/1/2023,1606.16
14,12/2/2023,836.31
14,12/3/2023,756.81
14,12/4/2023,1092.26
14,12/5/2023,1370.12
14,12/6/2023,1550.16
14,12/7/2023,2041.99
14,12/8/2023,1591.26
14,12/9/2023,702.02
14,12/10/2023,1267.28
14,12/11/2023,1307.27
14,12/12/2023,1178.72
14,12/13/2023,1272.29
14,12/14/2023,1245.35
14,12/15/2023,967.64
14,12/16/2023,618.2
14,12/17/2023,509.42
14,12/18/2023,759.75
14,12/19/2023,618.49
14,12/20/2023,606.79
14,12/21/2023,840
14,12/22/2023,277.36
14,12/23/2023,271.86
14,12/24/2023,30
14,12/26/2023,105.32
14,12/27/2023,113.28
14,12/28/2023,187.21
14,12/29/2023,389.64
14,12/30/2023,231.57
14,12/31/2023,619.87
14,1/1/2024,373.83
14,1/2/2024,116.37
14,1/3/2024,380.17
14,1/4/2024,273.76
14,1/5/2024,263.45
14,1/6/2024,376.68
14,1/7/2024,293.73
14,1/8/2024,446
14,1/9/2024,265.51
14,1/10/2024,267.81
14,1/11/2024,513.2
14,1/12/2024,390.21
14,1/13/2024,615.74
14,1/14/2024,673.81
14,1/15/2024,430.55
14,1/16/2024,483.3
14,1/17/2024,472.33
14,1/18/2024,1034.63
14,1/19/2024,321.28
14,1/20/2024,624.68
14,1/21/2024,822.32
14,1/22/2024,632.28
14,1/23/2024,856.53
14,1/24/2024,1396.78
14,1/25/2024,1186.96
14,1/26/2024,1107.71
14,1/27/2024,879.2
14,1/28/2024,815.31
14,1/29/2024,1274.62
14,1/30/2024,1408.19
14,1/31/2024,1528.79
14,2/1/2024,1490.43
14,2/2/2024,1292.12
14,2/3/2024,1118.27
14,2/4/2024,1067.76
14,2/5/2024,1189.17
14,2/6/2024,1400.15
14,2/7/2024,963.36
14,2/8/2024,1272.85
14,2/9/2024,2309.06
14,2/10/2024,2822.49
14,2/11/2024,1761.85
14,2/12/2024,1017.62
14,2/13/2024,1769.41
14,2/14/2024,2030.79
14,2/15/2024,1108.68
14,2/16/2024,1326.03
14,2/17/2024,792.79
14,2/18/2024,1207.19
14,2/19/2024,1200.17
14,2/20/2024,1339.89
14,2/21/2024,1565.28
14,2/22/2024,1397.62
14,2/23/2024,1720.61
14,2/24/2024,924.01
14,2/25/2024,933.34
14,2/26/2024,1052.8
14,2/27/2024,1181.03
14,2/28/2024,1329.7
14,2/29/2024,1497.38
14,3/1/2024,1407.49
14,3/2/2024,898.66
14,3/3/2024,285.97
14,3/4/2024,373.28
14,3/5/2024,510.65
14,3/6/2024,364.58
14,3/7/2024,546.86
14,3/8/2024,773.22
14,3/9/2024,518.24
14,3/10/2024,563.27
14,3/11/2024,1182.7
14,3/12/2024,1460.25
14,3/13/2024,1543.1
14,3/14/2024,1254.21
14,3/15/2024,1176.49
14,3/16/2024,677.36
14,3/17/2024,858.04
14,3/18/2024,1084.78
14,3/19/2024,1161.88
14,3/20/2024,1497.93
14,3/21/2024,1435.67
14,3/22/2024,1687.44
14,3/23/2024,1093.63
14,3/24/2024,831.57
14,3/25/2024,1199.29
14,3/26/2024,1459.96
14,3/27/2024,1264.06
14,3/28/2024,1307
14,3/29/2024,1357.84
14,3/30/2024,1048.29
14,3/31/2024,791.23
14,4/1/2024,1096.64
14,4/2/2024,968.2
14,4/3/2024,996.5
14,4/4/2024,1670.89
14,4/5/2024,1139.09
14,4/6/2024,1136.97
14,4/7/2024,846.48
14,4/8/2024,1405.66
14,4/9/2024,1702.81
14,4/10/2024,1233.53
14,4/11/2024,1627.43
14,4/12/2024,1007.6
14,4/13/2024,1245.07
14,4/14/2024,911.95
14,4/15/2024,1409.36
14,4/16/2024,1384.82
14,4/17/2024,1056
14,4/18/2024,1674.44
14,4/19/2024,1069.23
14,4/20/2024,954.25
14,4/21/2024,851.26
14,4/22/2024,782.72
14,4/23/2024,1739.54
14,4/24/2024,1093.55
14,4/25/2024,2022.6
14,4/26/2024,1296.27
14,4/27/2024,929.27
14,4/28/2024,633.68
14,4/29/2024,972.17
14,4/30/2024,1613.58
14,5/1/2024,1260.88
14,5/2/2024,699.09
14,5/3/2024,1227.29
14,5/4/2024,504.62
14,5/5/2024,718.77
14,5/6/2024,735.36
14,5/7/2024,1096.05
14,5/8/2024,808.81
14,5/9/2024,713.7
14,5/10/2024,847.16
14,5/11/2024,319.94
14,5/12/2024,431.92
14,5/13/2024,605.49
14,5/14/2024,566.03
14,5/15/2024,604.8
14,5/16/2024,774.03
14,5/17/2024,967.08
14,5/18/2024,672.25
14,5/19/2024,526.92
14,5/20/2024,678.72
14,5/21/2024,447.43
14,5/22/2024,635.62
14,5/23/2024,370.78
14,5/24/2024,342.18
14,5/25/2024,234.32
14,5/26/2024,247.66
14,5/27/2024,145.2
14,5/28/2024,463.53
14,5/29/2024,204.34
14,5/30/2024,510.21
14,5/31/2024,487.75
14,6/1/2024,214.26
14,6/2/2024,168.67
14,6/3/2024,324.83
14,6/4/2024,675.31
14,6/5/2024,569.23
14,6/6/2024,760.68
14,6/7/2024,567.24
14,6/8/2024,390.61
14,6/9/2024,538.07
14,6/10/2024,661.77
14,6/11/2024,1056.68
14,6/12/2024,860.59
14,6/13/2024,937.21
14,6/14/2024,782.54
14,6/15/2024,140.39
14,6/16/2024,204.16
14,6/17/2024,616.26
14,6/18/2024,622.79
14,6/19/2024,113.21
14,6/20/2024,649.62
14,6/21/2024,504.55
14,6/22/2024,324.26
14,6/23/2024,323.36
14,6/24/2024,751.28
14,6/25/2024,792.74
14,6/26/2024,888.04
14,6/27/2024,865.52
14,6/28/2024,567.47
14,6/29/2024,301.11
14,6/30/2024,236.76
14,7/1/2024,499.46
14,7/2/2024,774.2
14,7/3/2024,826.59
14,7/4/2024,161.8
14,7/5/2024,575.36
14,7/6/2024,299.89
14,7/7/2024,328.88
14,7/8/2024,572.59
14,7/9/2024,855.22
14,7/10/2024,748.56
14,7/11/2024,1075.14
14,7/12/2024,750.23
14,7/13/2024,416
14,7/14/2024,251.06
14,7/15/2024,1185.32
14,7/16/2024,790.93
14,7/17/2024,1276.26
14,7/18/2024,1367.03
14,7/19/2024,1089.08
14,7/20/2024,208.04
14,7/21/2024,786.66
14,7/22/2024,1014.6
14,7/23/2024,1012.59
14,7/24/2024,1289.58
14,7/25/2024,1144.18
14,7/26/2024,1494.46
14,7/27/2024,293.67
14,7/28/2024,214
14,7/29/2024,481.87
14,7/30/2024,698.77
14,7/31/2024,995.26
14,8/1/2024,1064.16
14,8/2/2024,537.77
