store_id,Date,Total_Sales,Free Delivery_Require Purchase,Free Delivery_Product,Free Delivery_Promo_Active,Overall Discount_Require Purchase,Overall Discount_Product,Overall Discount_Promo_Active,Product Discount_Require Purchase,Product Discount_Product,Product Discount_Promo_Active,Free Product_Require Purchase,Free Product_Product,Free Product_Promo_Active,Points Bonus_Require Purchase,Points Bonus_Product,Points Bonus_Promo_Active
14,2024-09-11,981.44,,,0,,,0,,,0,,,0,,,0
14,2024-09-12,1539.75,,,0,,,0,,,0,,,0,,,0
14,2024-09-13,1308.85,,,0,,,0,,,0,,,0,No,Points,1
14,2024-09-14,878.48,,,0,,,0,,,0,,,0,No,Points,1
14,2024-09-15,1017.5,,,0,,,0,,,0,,,0,No,Points,1
14,2024-09-16,1210.59,,,0,,,0,,,0,,,0,,,0
14,2024-09-17,1362.97,,,0,,,0,,,0,,,0,,,0
14,2024-09-18,1412.01,,,0,,,0,,,0,,,0,,,0
14,2024-09-19,1465.01,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-09-20,907.73,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-09-21,790.22,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-09-22,1301.06,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-09-23,1420.29,,,0,,,0,,,0,Yes,Classic Cookie,1,No,Points,1
14,2024-09-24,1411.28,,,0,,,0,,,0,Yes,Classic Cookie,1,No,Points,1
14,2024-09-25,1182.8,,,0,,,0,,,0,Yes,Classic Cookie,1,No,Points,1
14,2024-09-26,1549.0,Yes,Delivery,1,,,0,,,0,Yes,Classic Cookie,1,No,Points,1
14,2024-09-27,1469.11,Yes,Delivery,1,,,0,,,0,Yes,Classic Cookie,1,No,Points,1
14,2024-09-28,885.28,Yes,Delivery,1,,,0,,,0,Yes,Classic Cookie,1,No,Points,1
14,2024-09-29,1117.86,Yes,Delivery,1,,,0,,,0,Yes,Classic Cookie,1,No,Points,1
14,2024-09-30,1256.56,,,0,,,0,,,0,,,0,No,Points,1
14,2024-10-01,1355.97,,,0,,,0,,,0,,,0,,,0
14,2024-10-02,1157.93,,,0,,,0,,,0,,,0,,,0
14,2024-10-03,704.65,,,0,,,0,,,0,,,0,,,0
14,2024-10-04,448.54,,,0,,,0,,,0,,,0,,,0
14,2024-10-05,546.54,,,0,,,0,,,0,,,0,,,0
14,2024-10-06,769.27,,,0,,,0,,,0,,,0,,,0
14,2024-10-07,1160.81,,,0,,,0,No,Boxes,1,,,0,,,0
14,2024-10-08,1127.63,,,0,,,0,No,Boxes,1,,,0,,,0
14,2024-10-09,1204.79,,,0,,,0,No,Boxes,1,,,0,,,0
14,2024-10-10,1280.97,,,0,,,0,No,Boxes,1,,,0,,,0
14,2024-10-11,1252.42,,,0,,,0,No,Boxes,1,,,0,,,0
14,2024-10-12,1117.4,,,0,,,0,No,Boxes,1,,,0,,,0
14,2024-10-13,736.11,Yes,Delivery,1,,,0,No,Boxes,1,,,0,,,0
14,2024-10-14,1205.6,Yes,Delivery,1,,,0,No,Boxes,1,,,0,,,0
14,2024-10-15,1500.99,,,0,,,0,,,0,,,0,,,0
14,2024-10-16,1362.43,,,0,,,0,,,0,,,0,,,0
14,2024-10-17,1190.79,,,0,,,0,,,0,,,0,,,0
14,2024-10-18,1524.56,,,0,,,0,,,0,,,0,,,0
14,2024-10-19,1019.37,,,0,,,0,,,0,,,0,,,0
14,2024-10-20,703.96,,,0,,,0,,,0,,,0,,,0
14,2024-10-21,1159.31,,,0,,,0,,,0,,,0,,,0
14,2024-10-22,1113.05,,,0,,,0,,,0,,,0,,,0
14,2024-10-23,1482.86,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-10-24,1196.86,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-10-25,1189.81,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-10-26,1150.82,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-10-27,929.32,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-10-28,990.2,,,0,,,0,,,0,,,0,,,0
14,2024-10-29,1430.0,,,0,,,0,,,0,,,0,,,0
14,2024-10-30,1390.74,,,0,,,0,,,0,,,0,,,0
14,2024-10-31,914.7,,,0,,,0,,,0,,,0,,,0
14,2024-11-01,1329.13,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-11-02,948.75,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-11-03,1103.4,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-11-04,925.38,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-11-05,1508.09,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-11-06,1223.45,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-11-07,1156.16,,,0,,,0,,,0,Yes,Deluxe Cookie,1,,,0
14,2024-11-08,1318.8,,,0,,,0,,,0,Yes,Deluxe Cookie,1,,,0
14,2024-11-09,497.09,,,0,,,0,,,0,Yes,Deluxe Cookie,1,,,0
14,2024-11-10,603.1,,,0,,,0,,,0,,,0,,,0
14,2024-11-11,1299.48,,,0,,,0,,,0,,,0,,,0
14,2024-11-12,916.05,,,0,,,0,,,0,,,0,,,0
14,2024-11-13,1238.36,,,0,Yes,All,1,,,0,,,0,,,0
14,2024-11-14,1333.42,,,0,Yes,All,1,,,0,Yes,Classic Cookie,1,,,0
14,2024-11-15,1443.46,,,0,Yes,All,1,,,0,Yes,Classic Cookie,1,,,0
14,2024-11-16,818.09,,,0,Yes,All,1,,,0,Yes,Classic Cookie,1,,,0
14,2024-11-17,883.61,,,0,Yes,All,1,,,0,,,0,,,0
14,2024-11-18,1030.12,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-11-19,1280.78,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-11-20,1216.49,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-11-21,1254.64,Yes,Delivery,1,,,0,No,Boxes,1,,,0,,,0
14,2024-11-22,1036.63,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-11-23,926.38,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-11-24,685.13,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-11-25,841.64,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-11-26,695.07,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-11-27,425.8,Yes,Delivery,1,,,0,"No, No","Boxes, Deluxe Cookie",1,,,0,,,0
14,2024-11-29,136.24,Yes,Delivery,1,,,0,"No, No","Boxes, Deluxe Cookie",1,,,0,,,0
14,2024-11-30,169.08,Yes,Delivery,1,,,0,"No, No","Boxes, Deluxe Cookie",1,,,0,,,0
14,2024-12-01,167.81,Yes,Delivery,1,,,0,"No, No","Boxes, Deluxe Cookie",1,,,0,,,0
14,2024-12-02,690.44,Yes,Delivery,1,,,0,"No, No","Boxes, Deluxe Cookie",1,,,0,,,0
14,2024-12-03,1121.39,Yes,Delivery,1,,,0,"No, No","Boxes, Deluxe Cookie",1,,,0,,,0
14,2024-12-04,1291.36,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-12-05,1122.53,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-12-06,930.36,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-12-07,517.58,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-12-08,1035.91,Yes,Delivery,1,,,0,,,0,,,0,,,0
14,2024-12-09,741.1,Yes,Delivery,1,,,0,,,0,,,0,No,Points,1
14,2024-12-10,909.56,Yes,Delivery,1,,,0,,,0,,,0,No,Points,1
14,2024-12-11,549.59,Yes,Delivery,1,,,0,,,0,,,0,No,Points,1
14,2024-12-12,692.78,Yes,Delivery,1,,,0,,,0,,,0,No,Points,1
14,2024-12-13,717.29,Yes,Delivery,1,,,0,,,0,,,0,No,Points,1
14,2024-12-14,634.18,Yes,Delivery,1,,,0,,,0,,,0,No,Points,1
14,2024-12-15,467.88,Yes,Delivery,1,,,0,,,0,,,0,No,Points,1
14,2024-12-16,989.32,Yes,Delivery,1,,,0,,,0,,,0,No,Points,1
14,2024-12-17,467.39,Yes,Delivery,1,,,0,,,0,,,0,No,Points,1
14,2024-12-18,531.98,Yes,Delivery,1,,,0,,,0,,,0,No,Points,1
14,2024-12-19,552.41,Yes,Delivery,1,,,0,,,0,,,0,No,Points,1
14,2024-12-20,419.53,Yes,Delivery,1,,,0,,,0,,,0,No,Points,1
14,2024-12-21,126.62,Yes,Delivery,1,,,0,,,0,,,0,No,Points,1
