Date,Annual_Seasonality,Weekly_Seasonality,Store_ID
2022-03-23,48.44220232322748,134.4805486410975,14
2022-03-24,152.78020374812505,129.593819210641,14
2022-03-25,322.1735762195403,213.9141555604205,14
2022-03-26,50.2321973416017,-324.0363950535678,14
2022-03-27,144.313304006451,-234.2854007600978,14
2022-03-28,241.36142718803276,-128.72853280568862,14
2022-03-29,175.70033758978985,240.73388379241484,14
2022-03-30,300.5324438392942,79.8831139266056,14
2022-03-31,267.5519426195942,122.66433793214597,14
2022-04-01,137.49914191346238,211.09274725112692,14
2022-04-02,294.62014561088114,-300.95767696743013,14
2022-04-03,270.01353850317213,-202.01114965611265,14
2022-04-04,-80.7699079759038,-110.49941893540488,14
2022-04-05,-246.13030096997747,229.6773929307869,14
2022-04-06,-38.70245432271651,29.418377300265107,14
2022-04-07,-148.51158988705654,114.45560120455283,14
2022-04-08,-39.24863671567417,207.43673936969435,14
2022-04-09,-225.30743095701337,-278.19497908658263,14
2022-04-10,3.4182872562381545,-170.84864320140284,14
2022-04-11,235.33052066934147,-91.73121099927009,14
2022-04-12,117.38273677163068,217.5285759222101,14
2022-04-13,-84.0756348638646,-17.130425143582674,14
2022-04-14,-358.5955106331148,104.90175606456567,14
2022-04-15,-88.88397041741702,203.3283491704498,14
2022-04-16,-134.64876390089563,-254.8028509742551,14
2022-04-17,-165.73716899219548,-141.8550564725131,14
2022-04-18,9.900142710284308,-73.6069834335402,14
2022-04-19,-47.71386780005385,205.4659926080779,14
2022-04-20,385.6015078091198,-60.26243211656836,14
2022-04-21,70.18774569290832,95.09710183498966,14
2022-04-22,15.941292301236114,197.87250330284746,14
2022-04-23,331.7124760468633,-230.4942205336664,14
2022-04-24,148.05556358707608,-114.84697893284398,14
2022-04-25,236.1520364811882,-57.51873811081897,14
2022-04-26,504.08086250670806,194.26095655463894,14
2022-04-27,1.4161772049318628,-98.68582565780832,14
2022-04-28,196.47225629154707,87.57072680241868,14
2022-04-29,484.402034457585,184.39222910812526,14
2022-04-30,-90.02921668648017,-211.19767947505167,14
2022-05-01,40.5473332600046,-85.07738627904696,14
2022-05-02,62.671487353264396,-43.02452243917701,14
2022-05-03,123.34149098660113,178.38179538401567,14
2022-05-04,-144.10111656439202,-109.13188227563606,14
2022-05-05,-16.129645638971255,84.67729488877559,14
2022-05-06,-166.33449885502128,167.74407517643786,14
2022-05-07,-205.52570551162881,-199.85197487607562,14
2022-05-08,-114.04241883507869,-76.94939979232946,14
2022-05-09,-78.66095447731023,-30.746642866043608,14
2022-05-10,-233.41749390769743,162.3625555010336,14
2022-05-11,-206.42364029655806,-101.37371127991373,14
2022-05-12,114.9888655585324,86.57220242987466,14
2022-05-13,-2.5363109105284174,153.44980863007788,14
2022-05-14,132.27193413983613,-193.83877930375257,14
2022-05-15,136.10675235083536,-88.08133530338168,14
2022-05-16,-447.14552784122594,-22.182334251736965,14
2022-05-17,-561.447343402564,150.86461193568428,14
2022-05-18,-661.6748566482222,-72.42876281925108,14
2022-05-19,-665.6065562852234,94.0412693174518,14
2022-05-20,-706.7661062142977,135.51278409834467,14
2022-05-21,-316.4609089770788,-189.97928023540638,14
2022-05-22,-374.11128075951063,-116.41025823193652,14
2022-05-23,-545.3376509130206,-20.860084619675288,14
2022-05-24,-442.97785856221003,151.05299317275538,14
2022-05-25,-714.8758057297003,-43.86112593432802,14
2022-05-26,-619.6197540878973,113.37306998625981,14
2022-05-27,-551.0380646917255,123.0109073837072,14
2022-05-28,-448.2189839136803,-194.30715859776203,14
2022-05-29,-686.8995434722459,-152.0714184431301,14
2022-05-30,-587.529492152131,-21.62411926309772,14
2022-05-31,-679.8172929231821,162.1649433544246,14
2022-06-01,-641.6263999807273,-28.78505676649351,14
2022-06-02,-550.4569560340926,136.79038586895007,14
2022-06-03,-503.23460378127345,122.19493484959114,14
2022-06-04,-213.90920563279101,-208.35915083877154,14
2022-06-05,-283.7212344459956,-188.14644895435728,14
2022-06-06,-359.6793224565708,-16.46884508363713,14
2022-06-07,-368.8136256674139,170.14738245427114,14
2022-06-08,-215.97650286095276,-12.987428243236353,14
2022-06-09,-311.0465251544004,154.42908393207077,14
2022-06-10,-566.4571336343838,129.8737569117892,14
2022-06-11,-617.1926144275873,-230.45246279845173,14
2022-06-12,-598.4490161121648,-224.78615110059948,14
2022-06-13,-307.92950606263315,-1.2975293353687238,14
2022-06-14,-596.6736504292747,172.48523213939214,14
2022-06-15,-282.87741302784184,9.631468558839746,14
2022-06-16,-453.6644936053696,160.5851708544708,14
2022-06-17,-365.0517775540194,138.9747788908439,14
2022-06-18,-656.8980090238533,-253.91638062005788,14
2022-06-19,-654.4280583610812,-256.4311425279264,14
2022-06-20,-458.9951295108783,17.13537617135508,14
2022-06-21,-315.33353282026314,178.52870788431304,14
2022-06-22,-353.38975282778307,27.967773235103866,14
2022-06-23,-557.7114943056457,148.20549572545175,14
2022-06-24,-529.3407789729929,157.77544869886026,14
2022-06-25,-297.15720781187787,-266.9626758375769,14
2022-06-26,-454.75144227435266,-284.42512143198286,14
2022-06-27,-399.1397197013539,31.163701817469015,14
2022-06-28,-302.13036754723106,188.7281942451257,14
2022-06-29,-447.9359772787447,35.6601617910223,14
2022-06-30,-338.16644703734863,124.96851913224873,14
2022-07-01,-437.3877149057918,184.85904247244474,14
2022-07-02,-507.2243190473432,-274.29629879071894,14
2022-07-03,-348.11936800252346,-304.64836990402654,14
2022-07-04,-746.8597413602981,41.9581206099484,14
2022-07-05,-252.27147379407413,192.61407565923017,14
2022-07-06,-299.045564852039,44.39039340909082,14
2022-07-07,-485.4244407126072,105.8593451345287,14
2022-07-08,-345.3119493787426,204.7481626026143,14
2022-07-09,-324.7154704499228,-286.36624506104886,14
2022-07-10,-294.27344839173134,-312.1659832320155,14
2022-07-11,-198.03350363006402,54.107346779339665,14
2022-07-12,-124.70953267989682,185.28195008163448,14
2022-07-13,-1.9532732608067838,57.8764672536814,14
2022-07-14,163.32170932364193,93.68985850387585,14
2022-07-15,91.17343983465044,212.4038801215969,14
2022-07-16,-207.17429440644244,-299.8920285049497,14
2022-07-17,-275.2767801447906,-305.254407039779,14
2022-07-18,-57.40426254534571,59.426797898329994,14
2022-07-19,-319.690315831554,175.9361198829694,14
2022-07-20,-419.3387324490628,73.00149914856593,14
2022-07-21,38.62647628398066,86.8481507062135,14
2022-07-22,-219.61895648036327,210.66120408359345,14
2022-07-23,-357.82677453693105,-312.7318504951951,14
2022-07-24,-204.62532903801892,-284.20976420275343,14
2022-07-25,-108.04486507648463,49.76542886704674,14
2022-07-26,-185.34400387634977,167.84454557659663,14
2022-07-27,-264.9723244221127,89.0532811293233,14
2022-07-28,-395.84497376301624,87.31477091692871,14
2022-07-29,-537.8875098916056,199.79929928733162,14
2022-07-30,-480.9075582230671,-324.7606118394949,14
2022-07-31,-381.6474069622459,-252.59901879506765,14
2022-08-01,-196.58807867140536,29.473951487944923,14
2022-08-02,-625.1755501694254,159.8120780948816,14
2022-08-03,-363.43505146402003,104.20417221915135,14
2022-08-04,-432.60563328714835,101.24001973561587,14
2022-08-05,-264.5751891815478,176.58020097630333,14
2022-08-06,-249.71332025913776,-339.4887075901114,14
2022-08-07,-536.3646589013249,-210.23368173439195,14
2022-08-08,-639.8493977219185,4.964525876554601,14
2022-08-09,-561.9248584096189,152.0663540673225,14
2022-08-10,-729.2683654483708,110.45308293763847,14
2022-08-11,-713.2232882790888,132.0616138870485,14
2022-08-12,-399.19055246044826,144.9899414556681,14
2022-08-13,-387.6250364462686,-358.1944333543854,14
2022-08-14,-555.4072316604835,-164.40058630019962,14
2022-08-15,-556.8440267220122,-21.456258558372433,14
2022-08-16,-351.3580191028986,144.4787141831667,14
2022-08-17,-566.7878512209461,115.71662064452794,14
2022-08-18,-677.0822130881862,164.24678490849607,14
2022-08-19,-446.16575208987,120.64596552976873,14
2022-08-20,-408.3147012183386,-372.558523982884,14
2022-08-21,-459.1530089074643,-137.33409710067085,14
2022-08-22,-465.65093947350954,-42.23305440439039,14
2022-08-23,-337.2654062202515,142.29310914531757,14
2022-08-24,-454.0483661858396,118.80854950758926,14
2022-08-25,-273.1055305221707,185.81143857212837,14
2022-08-26,-354.13367759679,113.04739063818946,14
2022-08-27,-42.06688138153808,-386.5969102591341,14
2022-08-28,232.034700757271,-131.489512352185,14
2022-08-29,-283.64673446561113,-53.51009906795659,14
2022-08-30,54.53329169303353,151.09896252278114,14
2022-08-31,393.44730910760256,120.61642499953405,14
2022-09-01,141.90224620980803,196.64904075491893,14
2022-09-02,187.01370602153145,112.50986964987293,14
2022-09-03,264.50884260656863,-401.49871352803103,14
2022-09-04,50.7743771053128,-135.12832030790585,14
2022-09-05,101.50056095444259,-49.82153417892288,14
2022-09-06,218.78453144382766,167.43635239223346,14
2022-09-07,577.2771551972501,113.05744760541901,14
2022-09-08,680.6691795273289,196.1966836315189,14
2022-09-09,405.93476686294895,111.22034792695281,14
2022-09-10,150.31986353895707,-412.0640297517747,14
2022-09-11,578.6737023865697,-143.26251460154361,14
2022-09-12,996.5909170530749,-25.05474471733979,14
2022-09-13,523.8852068341068,181.5691962878898,14
2022-09-14,672.9965023734959,100.66339115816828,14
2022-09-15,580.1791752099273,184.67682847599207,14
2022-09-16,587.1231298454895,111.03728412047354,14
2022-09-17,772.1055961099237,-417.87968667858394,14
2022-09-18,721.4197550639269,-163.98128271633877,14
2022-09-19,547.4531884670128,8.94206304592063,14
2022-09-20,555.5141454599459,190.57480814396885,14
2022-09-21,615.8343397823303,104.41489000550966,14
2022-09-22,895.3584958281003,167.36072669686914,14
2022-09-23,909.9248639098724,110.89981528626961,14
2022-09-24,720.7716474892562,-420.68686623723875,14
2022-09-25,1139.828435287996,-190.51787082591468,14
2022-09-26,911.4717588565624,40.41956768946624,14
2022-09-27,736.1590674401934,197.4139348112826,14
2022-09-28,855.4218104372774,109.81560834665957,14
2022-09-29,1090.624463320185,151.43035173955013,14
2022-09-30,701.080485113633,105.33974947799719,14
2022-10-01,524.2206748770936,-417.01252761268665,14
2022-10-02,484.8396027040297,-203.7802148448148,14
2022-10-03,899.6387850563169,67.76587222162432,14
2022-10-04,850.5154395454576,204.12489320610314,14
2022-10-05,519.5656718309441,93.49340651260746,14
2022-10-06,-141.19639121715574,147.12087615973218,14
2022-10-07,-114.5816300991539,93.13677384767536,14
2022-10-08,172.04343331685618,-410.88869988353514,14
2022-10-09,233.3070789946228,-196.06176632832324,14
2022-10-10,439.45763607655306,90.2089266895044,14
2022-10-11,382.2480470518597,199.97062991021767,14
2022-10-12,218.82942906686034,66.38633138410948,14
2022-10-13,339.2498405064467,151.77984279301612,14
2022-10-14,830.6548479736638,79.72574278930121,14
2022-10-15,193.60032220760678,-392.9374653592589,14
2022-10-16,176.4097005160879,-180.2860917696623,14
2022-10-17,407.3716108417214,96.72114233692646,14
2022-10-18,591.6754260879877,178.3471624149612,14
2022-10-19,431.26295168468914,46.869888915949474,14
2022-10-20,526.1416515424628,160.51599016434,14
2022-10-21,445.52053837925666,71.97790321782009,14
2022-10-22,810.8983278912992,-355.3021130310571,14
2022-10-23,551.3479932352832,-169.1735558281877,14
2022-10-24,217.20611027073605,79.02538900887723,14
2022-10-25,488.7667408553554,147.1141753693953,14
2022-10-26,650.2404419693751,37.39503348022645,14
2022-10-27,538.8662651490877,176.95509592113092,14
2022-10-28,610.433854764207,68.40604619847849,14
2022-10-29,278.3607351967474,-307.81673347020103,14
2022-10-30,406.86024360326724,-164.54851249718607,14
2022-10-31,201.45042281993895,48.08859399592464,14
2022-11-01,249.19851597455946,120.79721406123387,14
2022-11-02,176.2492305294321,28.93278424131764,14
2022-11-03,115.52812451438861,195.00213217134592,14
2022-11-04,229.4664884492412,62.90310200462561,14
2022-11-05,503.88589550933045,-260.8845922550435,14
2022-11-06,606.5339370221811,-156.469643597436,14
2022-11-07,538.4234598831853,24.095359487853738,14
2022-11-08,504.3691682854501,99.50090543499292,14
2022-11-09,447.289932011639,9.417856447352277,14
2022-11-10,505.88421509198935,198.42387723763926,14
2022-11-11,544.5626874601961,67.84595436449362,14
2022-11-12,1024.1044133480498,-220.89898417799964,14
2022-11-13,476.61293825242575,-146.5263449968987,14
2022-11-14,440.05299435421125,5.389757912027839,14
2022-11-15,286.57575512876,83.4486219159794,14
2022-11-16,411.6809022207962,-6.690650008949731,14
2022-11-17,525.1245096978548,189.5533973682426,14
2022-11-18,323.48638280798895,84.68567318707784,14
2022-11-19,205.9593762333484,-187.34515226899364,14
2022-11-20,232.144046374504,-143.16813444325877,14
2022-11-21,-1.6118957017204123,-13.593213434681891,14
2022-11-22,-394.94216573618615,69.351019952837,14
2022-11-23,-534.8126385795364,-12.20486773423027,14
2022-11-24,-679.7902574386434,179.08626395709697,14
2022-11-25,-684.500536589028,97.19198331453944,14
2022-11-26,-494.9919069521845,-158.3034798507535,14
2022-11-27,-444.4706696847846,-144.23507376339018,14
2022-11-28,67.05094755127769,-22.663333545657167,14
2022-11-29,139.86820940296633,61.11011099280925,14
2022-11-30,456.4773647582142,-17.591977653829147,14
2022-12-01,704.2346298447902,167.81738310576543,14
2022-12-02,813.538764673624,102.67214522482081,14
2022-12-03,-34.055945489318,-145.74364388984617,14
2022-12-04,160.90319170417604,-137.13363653068348,14
2022-12-05,312.94238391166346,-18.18469613074917,14
2022-12-06,694.2127815348168,59.47816840010921,14
2022-12-07,303.9913891031334,-23.782245909722345,14
2022-12-08,713.9267036651642,146.88067808940124,14
2022-12-09,58.996865538927366,109.03795613632701,14
2022-12-10,344.14084822951475,-148.3456370875698,14
2022-12-11,308.182455463973,-118.88858679942116,14
2022-12-12,314.2549650585655,-13.094114094482764,14
2022-12-13,97.43483602968479,61.9087274844662,14
2022-12-14,262.3504638598851,-27.256161621980084,14
2022-12-15,21.81856111154471,120.15689074347705,14
2022-12-16,-169.10509287429971,115.39038431995755,14
2022-12-17,-296.96217036753404,-147.7564890054827,14
2022-12-18,-202.26456534005396,-101.27082427342698,14
2022-12-19,-184.6748053576374,-19.581759121149123,14
2022-12-20,-346.7700803275408,66.00119872911861,14
2022-12-21,-511.05204366922,-23.12611324978964,14
2022-12-22,-835.9729165261675,101.96645948228667,14
2022-12-23,-717.8242385346049,114.31119207962874,14
2022-12-24,-637.477962186027,-142.54918786309383,14
2022-12-25,-710.8056552872092,-89.29523078108042,14
2022-12-26,-750.6276314928978,-36.62131847444251,14
2022-12-27,-898.8385997185878,74.96550737624797,14
2022-12-28,-815.5591717938321,-15.240166968609127,14
2022-12-29,-874.0716144305921,96.35412746117419,14
2022-12-30,-626.845977762689,103.39265147194222,14
2022-12-31,-365.7930175779962,-130.15858455927366,14
2023-01-01,-545.422161997648,-78.7427762271043,14
2023-01-02,-726.3420718638957,-60.38541183918538,14
2023-01-03,-823.6024239559142,82.67683289934476,14
2023-01-04,-894.9107006012057,-9.884162681995992,14
2023-01-05,-772.8496851107278,90.18606863178557,14
2023-01-06,-615.5295846991139,96.57398379043651,14
2023-01-07,-600.8864059486164,-111.29423831323803,14
2023-01-08,-580.80575467404,-69.12342499406031,14
2023-01-09,-844.0896402249198,-90.15189130871588,14
2023-01-10,-567.5951534698457,93.56490243459326,14
2023-01-11,-187.81411600194,-5.93874386394195,14
2023-01-12,-243.14889597289383,79.78844232052901,14
2023-01-13,-75.33085983621663,97.03993911622663,14
2023-01-14,-313.2042082543298,-97.93485871661969,14
2023-01-15,80.35246542998775,-61.801180970379264,14
2023-01-16,-155.6894494433677,-126.10266089334604,14
2023-01-17,-199.52635928365396,113.1593781550235,14
2023-01-18,42.869556308257074,7.210558092615271,14
2023-01-19,-152.47154813649655,72.14397277949858,14
2023-01-20,25.788846884510818,89.56293672663102,14
2023-01-21,159.03590385066923,-93.10308648831655,14
2023-01-22,-134.2068415803335,-53.76393204403405,14
2023-01-23,183.07112547391026,-161.0958484944834,14
2023-01-24,427.46297444339353,137.6004066795853,14
2023-01-25,130.91772108784423,18.915751430172367,14
2023-01-26,405.83704502790687,68.51060652163042,14
2023-01-27,-141.5894128668295,84.09905284088175,14
